Actual,Predicted
6664.686,7488.8916
16657.717,17257.242
2217.6013,3731.1536
6781.354,6654.634
19361.998,20681.879
10065.413,9416.19
4234.927,5487.543
9447.25,9699.837
14007.222,16175.036
9583.894,11191.582
40419.02,40422.78
3484.331,5067.0693
36189.1,33049.812
44585.457,38351.82
8604.483,9563.546
18246.496,24729.395
43254.418,41830.387
3757.8447,5710.964
8827.21,8951.212
9910.359,11341.328
11737.849,5027.6724
1627.2825,2139.5076
8556.907,9444.562
3062.5083,4945.245
19539.242,20252.982
1906.3583,2139.4866
14210.536,16536.363
11833.782,17317.23
17128.426,9642.106
5031.2695,8075.3164
7985.815,9254.527
23065.42,26239.934
5428.7275,9439.866
36307.797,34920.5
3925.7583,9276.38
2416.955,1211.7349
19040.877,23827.188
3070.8086,3608.3577
9095.068,9392.456
11842.624,12075.427
8062.764,10700.644
7050.642,6729.8604
14319.031,14576.378
6933.242,9002.088
27941.287,18551.049
11150.78,14590.063
12797.21,10233.86
17748.506,25569.008
7261.741,9122.278
10560.492,13009.144
6986.697,8300.118
7448.404,9784.98
5934.38,6770.6665
9869.811,10427.69
18259.217,14936.423
1146.7966,1530.9036
9386.161,9873.472
24520.264,29160.424
4350.514,4534.84
6414.178,7222.168
12741.167,13950.845
1917.3184,1523.1477
5209.5786,5741.7725
13457.961,17517.842
5662.225,5000.134
1252.407,2885.2903
2731.912,2477.907
21195.818,22147.617
7209.4917,8434.131
18310.742,23340.395
4266.166,3883.5051
4719.524,8550.651
11848.141,13381.587
17904.527,19090.533
7046.722,8280.639
14313.847,16722.523
2103.08,4692.2476
38792.688,40866.88
1815.8759,2241.761
7731.858,8820.207
28476.734,11847.22
2136.8823,1511.6965
1131.5066,1881.2698
3309.7925,6104.563
9414.92,10106.22
6360.9937,10963.374
11013.712,11359.476
4428.8877,7506.9575
5584.3057,7315.2925
1877.9294,3844.6467
2842.7607,2423.8625
3597.596,3846.2905
23401.307,23654.291
55135.402,41535.395
7445.918,9883.475
2680.9492,4505.298
1621.8827,3722.509
8219.204,8964.057
12523.6045,12898.138
16069.085,18516.045
43813.867,40647.848
20773.627,26704.703
39597.406,32474.781
6117.4946,6885.0127
13393.756,14632.478
5266.3657,4761.4404
4719.7363,7152.2236
11743.935,12594.082
5377.458,6826.4365
7160.33,9083.166
4402.233,8079.1006
11657.719,12746.448
6402.2915,9025.69
12622.18,12984.321
1526.312,3244.7424
12323.936,11032.288
36021.01,33254.258
27533.912,33940.805
10072.055,11629.322
45008.957,40891.97
9872.701,11722.374
2438.0552,3097.513
2974.126,3678.6018
10601.632,11107.558
37270.152,33373.402
14119.62,17245.787
42111.664,43081.207
11729.68,10915.964
24106.912,24330.867
1875.344,3099.638
40974.164,37561.836
15817.985,16788.816
18218.162,4740.695
10965.446,11342.671
46113.51,50834.977
7151.092,8213.795
12269.688,13087.905
5458.0464,5620.162
8782.469,10121.919
6600.361,5410.7397
1141.4451,1148.0593
11576.13,11186.952
13129.604,11356.753
4391.652,5953.9326
8457.818,10657.061
3392.3652,4391.6973
5966.887,7066.3154
6849.026,8445.885
8891.14,8915.411
2690.1138,3112.4875
26140.36,10412.36
6653.7886,7642.2354
6282.235,8004.1177
6311.952,6352.479
3443.064,4156.395
2789.0574,5116.7197
2585.8506,2463.4124
46255.113,44810.785
4877.981,8208.183
19719.695,26237.447
27218.438,35057.24
5272.176,5747.8394
1682.597,68.757515
11945.133,14180.676
29330.982,30405.5
7243.8135,7913.62
10422.917,9187.077
44202.652,46588.76
13555.005,15697.918
13063.883,12341.378
19798.055,17807.271
2221.5645,4502.115
1634.5734,2860.625
2117.3389,1676.5281
8688.858,7735.6504
48673.56,53098.348
4661.286,6232.186
8125.7847,9057.405
12644.589,14086.683
4564.1914,10809.301
4846.92,8213.015
7633.7207,8242.404
15170.069,18422.465
17496.307,21818.29
2639.043,4613.3545
33732.688,31696.473
14382.709,13718.491
7626.993,7749.709
5257.508,6432.636
2473.334,3651.5325
21774.322,25630.562
35069.375,21712.953
13041.921,14821.952
5245.227,5181.0845
13451.122,15249.21
13462.52,15525.879
5488.262,7550.014
4320.4106,7074.5947
6250.435,8696.433
25333.332,12350.117
2913.569,5738.506
12032.326,14458.017
13470.805,15365.772
6289.755,7749.6567
2927.0647,3291.305
6238.298,6339.457
10096.97,11472.714
7348.142,7811.2183
4673.392,4835.103
12233.828,13727.873
32108.662,10903.245
8965.796,9082.784
2304.0022,5795.2
9487.645,13080.692
1121.8739,2347.2092
9549.565,9116.175
2217.4692,3745.1692
1628.471,2065.301
12982.875,13823.156
11674.13,14158.464
7160.094,6736.918
39047.285,39029.965
6358.7764,7555.0176
19933.457,24571.984
11534.873,9559.977
47462.895,52212.88
4527.183,6572.5635
38998.547,33273.38
20009.633,23238.074
3875.7341,7021.6973
41999.52,37991.027
12609.887,5661.1436
41034.223,41466.523
28468.92,10910.969
2730.108,3939.634
3353.284,4121.1465
14474.675,16814.107
9500.573,9268.431
26467.098,14810.546
4746.344,6926.8
23967.383,26509.564
7518.0254,8527.339
3279.8687,5708.334
8596.828,9371.276
10702.643,13153.3125
4992.3765,6110.501
2527.8186,2934.3235
1759.338,1764.3242
2322.6218,3080.1965
16138.762,15021.849
7804.1606,8427.558
2902.9065,5169.54
9704.668,10615.046
4889.0366,4801.8086
25517.113,12120.839
4500.3394,4952.3096
19199.943,18178.875
16796.412,9713.317
4915.06,8735.445
7624.63,7692.3506
8410.047,9485.55
28340.19,10479.682
4518.826,6508.4775
14571.891,16631.664
3378.91,3830.223
7144.863,10107.257
10118.424,13149.702
5484.4673,6179.736
16420.494,19523.168
7986.475,9206.503
7418.522,7550.4883
13887.969,16077.779
6551.75,11023.594
5267.8184,4757.208
17361.766,16461.14
34472.84,31397.617
1972.95,2991.0564
21232.182,10175.2705
8627.541,7425.869
4433.3877,6653.05
4438.263,8597.887
24915.22,31138.162
23241.475,7171.07
9957.722,12148.997
8269.044,7747.578
18767.738,16058.975
36580.28,21233.828
8765.249,9911.91
5383.536,5423.537
12124.992,12552.973
2709.244,4445.056
3987.926,6768.7715
12495.291,13550.303
26018.951,9121.257
8798.593,10703.292
35595.59,30679.66
42211.137,42667.344
1711.0269,5124.4116
8569.861,7811.6665
2020.177,3674.3218
16450.895,17541.656
21595.383,3670.3625
9850.432,11996.171
6877.98,7760.677
21677.283,24061.932
44423.805,42674.367
4137.5225,4845.3457
13747.872,11662.483
12950.071,15279.781
12094.478,14950.705
37484.45,37543.215
39725.52,35129.81
2250.8352,3888.148
22493.66,8022.8115
20234.855,27037.238
1704.7002,2194.4385
33475.816,29773.82
3161.454,3964.9895
11394.065,13813.714
21880.82,25579.605
7325.0483,8375.523
44501.4,50998.51
3594.171,5982.4478
39727.613,37432.414
8023.1353,10971.999
14394.558,14605.825
9288.026,12609.03
25309.488,31436.973
3353.4702,3484.5608
10594.502,11058.29
8277.523,7938.708
17929.303,8626.712
2480.979,3583.6182
4462.7217,6552.172
1981.5819,3287.1592
11554.224,12633.168
48970.246,53310.805
6548.195,8443.9375
5708.867,5768.542
7045.499,6605.0225
8978.186,10936.3955
5757.4136,6676.824
14349.8545,19759.814
10928.849,12872.836
39871.703,40421.37
13974.455,16387.555
1909.5275,1961.2698
12096.651,12207.08
13204.286,14432.723
4562.8423,4490.792
8551.347,9507.229
2102.2646,2863.9797
34672.15,30126.594
15161.534,18074.016
11884.049,6085.0264
4454.403,6478.6084
5855.9023,6977.213
4076.497,5872.414
15019.76,15305.182
19023.26,17109.04
10796.351,11898.085
11353.228,11942.976
9748.91,9918.058
10577.087,10685.899
41676.082,42524.152
11286.539,13034.19
3591.48,3638.1584
33907.547,29321.879
11299.343,12208.133
4561.1885,9948.815
44641.2,43621.66
1674.6323,2513.406
23045.566,12926.17
3227.121,5123.962
16776.305,15839.679
11253.421,11687.187
3471.4097,6941.471
11363.283,13004.432
20420.605,8592.54
10338.932,13419.349
8988.159,8673.87
10493.945,10837.351
2904.088,3888.6157
8605.361,9490.319
11512.405,14388.885
41949.242,41811.883
24180.934,24143.715
5312.17,7987.1597
2396.096,2740.1492
10807.486,11424.864
9222.402,11177.568
36124.574,34605.125
38282.75,37456.83
5693.4307,7619.7793
34166.273,29183.906
8347.164,9806.531
46661.44,46505.402
18903.492,10650.214
40904.2,47403.332
14254.608,14815.115
10214.636,11232.453
5836.5205,6134.0767
14358.364,6570.381
1728.897,1924.3694
8582.303,10614.728
3693.428,2641.8909
20709.02,12999.579
9991.038,10438.194
19673.336,4639.002
11085.587,10533.249
7623.518,7665.3584
3176.2876,2695.7842
3704.3545,5343.464
36898.734,31926.842
9048.027,9609.177
7954.517,8286.385
27117.994,13959.749
6338.0757,8838.265
9630.397,10737.128
11289.109,13201.868
52590.83,46484.195
2261.5688,2267.1418
10791.96,9760.169
5979.731,9859.29
2203.7358,3645.5466
12235.839,13502.23
40941.285,37133.027
5630.458,8316.722
11015.175,9928.694
7228.216,9015.716
39722.746,43060.555
14426.074,8063.203
2459.7202,3754.3276
3989.841,3606.6252
7727.2534,10041.061
5124.1885,4436.4375
18963.172,7173.0312
2200.8308,2784.66
7153.5537,9339.988
5227.989,7038.7324
10982.501,11791.911
4529.477,4829.8555
4670.64,4109.0786
6112.353,8642.03
17178.682,22675.113
22478.6,24327.27
11093.623,12064.173
6457.8433,7594.408
4433.916,6648.6387
2154.361,3383.408
23887.662,26294.266
6496.886,5605.417
2899.4893,3920.3364
19350.37,27397.133
7650.774,10763.661
2850.6838,3260.8137
2632.992,4036.5657
9447.383,9721.007
18328.238,22560.277
8603.823,9639.261
37465.344,37010.996
13844.797,14548.144
21771.342,21461.29
13126.678,3595.672
5327.4004,7629.6006
13725.472,7547.295
13019.161,15712.091
8671.191,9701.76
4134.0825,3956.323
18838.703,9837.207
33307.55,27670.38
5699.8374,6789.835
6393.6035,7297.5527
4934.705,4718.401
6198.752,7348.922
8733.2295,13447.726
2055.325,2180.2913
9964.06,13163.979
18223.451,22762.195
5116.5005,6801.1626
36910.61,18967.258
38415.473,36982.184
20296.863,20637.498
12347.172,13560.608
5373.3643,6790.243
23563.016,8625.998
1702.4553,1932.741
10806.839,14277.5205
3956.0715,6571.3037
12890.058,2306.137
5415.661,6543.01
4058.1162,4168.881
41661.6,41563.254
7537.164,7517.0947
4718.2036,8337.124
6593.5083,6591.132
8442.667,10699.23
26125.674,19301.348
6858.4795,7048.33
4795.6567,4411.741
6640.545,7921.1455
7162.012,8613.725
10594.226,12726.133
11938.256,14105.239
60021.4,42656.336
20167.336,17493.703
12479.709,11750.682
11345.519,11119.502
8515.759,9597.8545
2699.5684,4039.4856
14449.8545,15259.676
12224.351,12538.117
6985.507,6649.58
3238.4358,5618.875
47269.855,51720.77
49577.664,50029.09
4296.271,8763.494
3171.615,4437.806
1135.9407,1968.0115
5615.369,5891.773
9101.798,11781.815
6059.173,6681.424
1633.9618,2902.3625
37607.527,37527.832
18648.422,27843.234
1241.565,2149.2576
16232.847,17772.871
15828.821,7982.335
4415.1587,5265.55
6474.013,6720.4385
11436.738,12821.995
11305.935,13050.863
30063.58,15667.1455
10197.772,10961.987
4544.235,4794.562
3277.161,1218.4729
6770.1924,7370.0693
7337.748,7303.9346
10370.912,13061.058
26926.514,29267.191
10704.47,11688.173
34254.055,31024.848
1880.487,3220.753
8615.3,8042.1455
3292.5298,5596.959
3021.809,3239.1956
14478.33,10044.976
4747.0527,5594.338
17043.342,20274.37
10959.33,10984.178
2741.948,3667.4534
4357.0435,5077.45
22462.043,32194.996
4189.1133,7948.8774
8283.681,9829.102
24535.7,30635.93
14283.459,16385.258
1720.3538,5073.505
47403.88,49989.266
8534.672,9630.135
3732.625,3076.8167
5472.449,3946.1296
38344.566,41708.72
7147.4727,8284.867
7133.9023,8031.879
34828.652,33937.074
1515.3448,2863.2253
9301.894,10908.425
11931.125,10978.569
1964.78,4613.1836
1708.9258,2687.046
4340.441,5484.1064
5261.469,6399.571
2710.8286,4249.499
62592.875,33725.785
46718.164,41762.965
3208.787,3924.09
37829.723,28336.043
21259.379,22899.994
2464.619,4951.831
16115.305,18613.441
21472.479,26510.637
33900.652,27442.152
6875.961,6516.7285
6940.9097,7696.3687
4571.413,4225.4683
4536.259,3190.2473
36397.574,33687.52
18765.875,20877.102
11272.331,4123.784
1731.677,1976.0408
1163.4626,2848.2786
19496.719,10878.103
7201.7007,8265.622
5425.0234,7858.717
28101.334,32594.2
12981.346,13952.938
43896.375,45352.945
4239.8926,6386.687
13143.337,14809.841
7050.0215,10362.976
9377.904,10396.263
22395.744,10619.988
10325.206,10470.151
12629.166,14485.369
10795.9375,3772.4353
11411.685,10134.085
10600.548,12045.556
2205.9807,4310.7773
1629.8335,3184.087
