Actual,Predicted
2867.1196,3821.0095
47055.53,38827.35
10825.254,13329.911
11881.358,12253.48
4646.759,6920.8433
2404.734,5218.1616
11488.317,13636.771
30259.996,13040.756
11381.325,18433.46
19107.78,28275.688
8601.329,8828.325
6686.431,6090.0405
7740.337,11806.68
1705.6245,609.2657
2257.4753,2673.5303
39556.496,34188.836
10115.009,12710.79
3385.3992,4503.1904
17081.08,25428.586
9634.538,13143.609
32734.186,26752.559
6082.405,9451.483
12815.445,12206.271
13616.358,11205.558
11163.568,13842.678
1632.5645,1125.4087
2457.2112,2962.024
2155.6814,2191.5554
1261.442,3416.6392
2045.6853,1767.1024
27322.734,13143.416
2166.732,4962.929
27375.904,5218.909
3490.549,6104.077
18972.494,29008.781
18157.877,6062.769
20745.988,30288.604
5138.257,9072.409
40720.55,35010.598
9877.607,13399.275
10959.694,14493.198
1842.519,1958.8
5125.216,5227.3423
7789.635,9298.326
6334.3438,10306.366
19964.746,30624.234
7077.1895,7446.959
6948.7007,12283.583
21223.676,31355.383
15518.181,24940.523
36950.258,30500.172
19749.383,10735.509
21348.705,31366.848
36149.484,27996.824
10450.552,14747.752
5152.134,6379.599
5028.1465,7134.4575
10407.086,11474.627
4830.63,7165.8276
6128.7974,8600.101
2719.2798,3858.8218
4827.905,2704.1514
13405.391,17143.387
8116.68,9833.585
1694.7964,-2032.9471
5246.047,8370.594
2855.4375,5183.193
48824.45,39918.766
6455.863,7730.0757
10436.096,11220.279
8823.279,9670.391
8538.288,11264.786
11735.879,12174.095
1631.8212,4633.9243
4005.4226,1774.2902
7419.478,7968.1987
7731.4272,9557.646
43753.336,36661.58
3981.9768,4804.2437
5325.651,6714.4644
6775.961,9029.893
4922.916,6999.5864
12557.605,13271.785
4883.866,5235.02
2137.6536,2047.3678
12044.342,11590.464
1137.4697,3196.8171
1639.5631,2833.1802
5649.715,8244.189
8516.829,9236.885
9644.253,6930.679
14901.517,17840.56
2130.6758,3479.9985
8871.151,10763.204
13012.209,11272.422
37133.9,30047.402
7147.105,6349.562
4337.7354,5524.623
11743.299,11004.502
20984.094,31128.137
13880.949,14069.672
6610.11,12664.5625
1980.07,3775.891
8162.7163,10225.88
3537.703,4359.5767
5002.7827,5301.6587
8520.026,10091.89
7371.772,11167.361
10355.641,10344.392
2483.736,1665.6539
3392.9768,4328.7554
25081.768,1063.6462
5012.471,7740.635
10564.885,12952.875
5253.524,7063.0024
34779.613,27501.992
19515.541,29888.832
11987.168,13940.588
2689.4954,6996.651
24227.338,16139.586
7358.176,9798.258
9225.257,9589.21
7443.643,11248.841
14001.287,13047.258
1727.785,-1980.7322
12333.828,11927.979
6710.192,6859.1626
19444.266,29636.54
1615.7667,716.39386
4463.205,8830.14
17352.68,26165.555
7152.6714,11581.914
38511.63,31205.945
5354.0747,4521.158
35160.133,10794.372
7196.867,10644.199
29523.166,37500.53
24476.479,11629.984
12648.703,15347.467
1986.9333,5223.0103
1832.094,-585.0504
4040.5583,5682.4424
12829.455,23217.066
47305.305,39004.25
44260.75,37168.1
4260.744,5609.108
41097.16,35415.625
13047.332,12218.627
43921.184,37216.07
5400.9805,10405.412
11520.1,10860.249
33750.293,27132.219
11837.16,10546.78
17085.268,25590.84
24869.836,34810.266
36219.406,28839.992
20462.998,14975.904
46151.125,38349.625
17179.521,28208.969
14590.632,15630.508
7441.053,9247.711
9282.48,9756.332
1719.4363,1956.0529
42856.84,36212.156
7265.7026,11626.202
9617.662,10560.969
2523.1694,3343.2378
9715.841,10107.141
2803.6978,400.8354
2150.469,994.521
12928.791,13783.658
9855.132,7914.734
22331.566,32197.105
48549.18,40833.97
4237.1265,5488.1934
11879.1045,13652.086
9625.92,11040.695
7742.11,8215.417
9432.926,17132.473
14256.192,12784.11
47896.793,40009.676
25992.82,10632.939
3172.018,5622.228
20277.807,5907.996
42112.234,33562.04
2156.7517,2452.7244
3906.127,3908.2544
1704.5681,351.48834
16297.846,25093.816
21978.678,31909.797
38746.355,32478.79
9249.495,10308.905
6746.7427,7948.1133
24873.385,34618.395
12265.507,15084.449
4349.462,6362.64
12646.207,15582.398
19442.354,7287.2095
20177.672,4572.0415
4151.029,6512.804
11944.595,14653.691
7749.1562,10404.14
8444.474,8835.48
1737.376,359.61084
42124.516,35415.074
8124.408,11644.535
34838.87,28534.934
9722.77,12564.75
8835.265,11343.648
10435.065,12917.363
7421.1943,8387.086
4667.6074,9288.569
4894.7534,5357.147
24671.664,6695.1416
35491.64,29998.188
11566.301,16459.045
2866.091,3644.9077
6600.206,10247.906
3561.889,2309.7166
42760.504,36308.24
47928.03,39328.312
9144.565,12774.92
48517.562,40394.508
24393.623,34061.965
13429.035,13945.938
11658.379,12209.02
19144.576,12173.018
13822.803,15111.055
12142.578,11037.504
13937.666,13322.583
41919.098,36052.223
8232.639,8719.779
18955.22,2627.5383
13352.1,13684.87
13217.095,12817.576
13981.851,16582.438
10977.206,15580.551
6184.2993,7110.7603
4889.9995,8448.426
8334.458,11531.296
5478.0366,6897.3657
1635.7336,1898.7386
11830.607,10211.839
8932.084,8627.564
3554.203,4202.6235
12404.879,8361.056
14133.038,4633.9243
24603.049,8147.216
8944.115,15024.033
9620.331,11193.976
1837.2819,7018.188
1607.5101,-1298.335
10043.249,12297.326
4751.07,6780.856
13844.506,23190.0
2597.779,1925.426
3180.51,796.3211
9778.348,11563.146
13430.265,14827.703
8017.061,7922.1206
8116.269,10689.014
3481.868,4291.2783
13415.038,10530.397
12029.287,10242.556
7639.4175,10570.671
36085.22,29606.555
1391.5287,3337.4412
18033.969,27066.486
21659.93,31795.668
38126.246,30526.02
16455.707,15788.542
27000.984,13966.822
15006.579,25885.635
42303.69,36313.266
20781.488,12215.645
5846.9175,11667.789
8302.536,7690.8535
1261.859,3518.394
11856.411,15169.531
30284.643,9974.633
3176.816,2055.8154
4618.08,5546.3267
10736.871,14244.8125
2138.0708,5284.437
8964.061,11400.576
9290.14,11625.214
9411.005,11783.6045
7526.7065,6127.3296
8522.003,11240.785
16586.498,2810.7952
14988.432,13043.33
1631.6683,4596.614
9264.797,7188.526
8083.92,15561.141
14692.669,15328.741
10269.46,12545.472
3260.199,1852.2034
11396.9,15386.984
4185.0977,3748.494
8539.671,7654.1094
6652.529,5246.015
4074.4536,5775.9673
1621.3402,-1613.4706
19594.81,30550.115
14455.645,25370.996
5080.096,3875.6099
2134.9016,4511.107
7345.7266,10635.502
9140.951,11818.16
18608.262,28812.875
14418.28,17092.23
28950.469,36889.812
46889.26,38673.805
46599.11,38574.797
39125.332,33644.727
2727.395,4727.285
8968.33,10493.783
9788.866,9077.002
6555.0703,7545.457
7323.735,2577.1904
3167.4558,-365.61243
18804.752,6381.354
23082.955,3077.4583
4906.4097,2971.8223
5969.723,6882.345
12638.195,12858.154
4243.59,5714.3364
13919.823,14963.727
2254.7966,4343.367
5926.846,7189.143
12592.534,18617.492
2897.3235,4597.4814
4738.268,7231.152
37079.37,30788.379
1149.3959,6106.981
28287.898,15043.756
26109.328,35339.348
7345.084,9887.108
12731.0,13395.199
11454.021,10792.754
5910.944,7415.6753
4762.329,9528.214
7512.267,8929.502
4032.2407,3943.0376
1969.614,1071.7173
1769.5316,2800.0425
4686.3887,11847.926
21797.0,14810.373
11881.97,12327.83
11840.775,12692.938
10601.412,14785.986
7682.67,9920.46
10381.479,13463.432
22144.031,31781.734
15230.324,17858.928
11165.418,11111.094
1632.0363,996.5195
19521.969,28681.79
13224.693,12723.119
12643.378,14514.829
23288.928,3977.962
2201.0972,296.44708
2497.0383,4911.608
2203.472,2899.4111
1744.465,2089.4285
20878.785,11443.934
25382.297,34628.547
28868.664,37171.426
35147.527,27609.465
2534.3938,6082.1187
1534.3044,4788.2144
1824.2854,3846.8552
15555.188,19202.627
9304.702,13155.158
1622.1885,2283.406
9880.068,14074.514
9563.029,12359.908
4347.0234,6560.826
12475.352,10287.723
1253.936,1585.0664
48885.137,35085.617
10461.9795,12235.274
1748.774,3140.888
24513.092,11201.77
2196.4731,1191.6398
12574.049,17359.176
17942.105,26831.129
1967.0227,2540.7605
4931.647,4019.8228
8027.968,9214.43
8211.101,7413.012
13470.86,16322.743
36197.7,29934.934
6837.3687,7804.122
22218.115,32191.043
32548.34,25883.832
5974.385,7075.2993
6796.8633,8979.81
2643.2686,4337.029
3077.0955,1977.8861
3044.2134,2797.2505
11455.28,11477.047
11763.001,13681.02
2498.4143,5247.396
9361.327,8634.569
1256.299,2161.672
21082.16,30910.031
11362.755,13976.906
27724.29,4484.5063
8413.463,10430.321
5240.765,7081.7104
3857.7593,6365.117
25656.576,10184.523
3994.1777,10244.709
9866.305,12664.707
5397.6167,9584.596
38245.594,30849.348
11482.635,3141.533
24059.68,3915.4224
9861.025,9427.749
8342.909,13593.508
1708.0013,1189.2633
48675.52,40149.5
14043.477,14749.068
12925.886,13074.771
19214.705,8674.132
13831.115,17064.46
6067.127,7671.9697
5972.378,10198.485
8825.086,10111.325
8233.098,8831.709
27346.043,11142.277
6196.448,10150.085
3056.3882,3897.3455
13887.204,15521.09
63770.43,40825.562
10231.5,11694.427
23807.24,33726.81
3268.8467,7141.1963
11538.421,17762.684
3213.622,4181.885
45863.203,37589.684
13390.559,13599.227
3972.9248,5058.645
12957.118,10154.074
11187.656,12778.497
17878.9,8499.648
3847.674,3185.8098
8334.59,11563.517
3935.18,7231.972
39983.426,33540.83
1646.4297,4508.73
9193.839,7241.7935
10923.934,13016.404
2494.022,4250.479
9058.73,15398.979
2801.2588,3495.5515
2128.4312,2932.2227
6373.557,11703.613
7256.723,9435.1
11552.904,12884.977
45702.023,38464.37
3761.292,4934.3364
2219.445,4773.6245
4753.6367,10308.865
31620.002,16964.55
13224.057,15285.738
12222.898,11822.026
1664.9996,1649.8829
58571.074,33268.68
9724.53,11045.739
3206.4915,2441.8909
12913.992,12196.053
1639.5631,2833.1802
6356.2705,13272.854
17626.24,3743.2625
1242.816,-1128.374
4779.6025,5567.1353
3861.2097,1614.0953
43943.875,31011.889
13635.638,15909.982
5976.831,7672.2563
11842.442,11835.662
8428.069,6763.013
2566.4707,3542.2214
15359.1045,25190.086
5709.1646,11082.039
8823.985,11791.448
7640.309,8764.78
5594.8457,8548.006
7441.501,10023.509
33471.973,14744.048
1633.0444,4932.403
9174.136,11407.176
11070.535,10066.978
16085.128,18137.16
17468.984,26039.043
9283.562,11692.5625
3558.6204,3535.6104
25678.78,34734.598
4435.094,5224.4043
39241.44,32295.984
8547.691,9536.288
6571.544,9616.665
2207.6975,3930.5186
6753.038,4665.666
1880.07,3356.7761
42969.85,35846.664
11658.115,12144.578
23306.547,33038.344
34439.855,26985.152
10713.644,13812.4375
3659.346,5801.813
40182.246,33790.02
9182.17,7387.7173
34617.84,27776.07
12129.614,12495.399
3736.4646,3986.395
6748.5913,8399.223
11326.715,10248.835
11365.952,14757.02
42983.457,36069.44
10085.846,13303.76
1977.815,3072.8801
3366.6697,6526.65
7173.36,6856.742
9391.346,14011.086
14410.932,17322.63
2709.1118,1377.7181
24915.047,10923.684
20149.322,30753.492
12949.155,14598.32
6666.243,12205.328
32787.457,33242.047
13143.865,15102.055
4466.6216,6900.571
18806.145,10867.798
10141.136,12125.998
6123.569,6963.6714
8252.284,7689.05
1712.227,2220.3708
12430.953,14140.514
9800.889,15039.982
10579.711,14547.264
8280.623,9914.617
8527.532,11848.57
12244.531,14120.551
24667.42,33763.547
3410.324,8636.614
4058.7124,6709.0415
26392.26,13046.277
14394.398,14367.832
6435.6235,13607.719
22192.438,10276.717
5148.5527,7454.286
1136.3994,2935.6482
27037.914,35111.395
42560.43,35648.47
8703.456,9766.386
40003.332,33898.535
45710.207,38562.4
6500.236,7887.4995
4837.5825,6735.558
3943.5955,6079.326
4399.731,6215.9937
6185.321,8079.281
46200.984,38014.016
7222.786,6386.022
12485.801,16422.37
46130.527,38896.65
12363.547,15025.32
10156.783,9107.928
2585.269,-1127.1938
1242.26,-1264.0461
40103.89,33759.78
9863.472,9439.796
4766.022,2328.236
11244.377,11452.597
7729.6455,8530.459
5438.749,11310.205
26236.58,7823.699
34806.47,28712.684
2104.1133,2604.288
8068.185,11796.514
2362.229,4177.7505
2352.9685,1765.2719
3577.999,6315.7056
3201.245,8016.906
29186.482,13581.631
40273.645,33875.758
10976.246,13400.366
3500.6123,7204.9946
2020.5522,4247.903
9541.695,16081.166
9504.311,14574.779
5385.338,5875.0757
8930.935,10277.599
5375.038,7687.918
44400.406,36883.65
10264.442,11321.032
6113.231,7793.958
5469.007,6717.3584
1727.54,3933.4734
10107.221,8804.939
8310.839,10112.308
1984.4532,6794.08
2457.502,931.6382
12146.971,12184.203
9566.991,8439.107
13112.6045,11713.312
10848.135,14197.185
12231.613,13948.685
9875.681,14952.477
11264.541,14424.326
12979.358,15580.955
1263.249,3857.5737
10106.134,10563.346
40932.43,33251.82
6664.686,8218.504
16657.717,27212.754
2217.6013,6347.177
6781.354,10271.0205
19361.998,29442.652
10065.413,8317.814
4234.927,4901.9546
9447.25,10114.067
14007.222,14570.447
9583.894,12563.534
40419.02,33399.523
3484.331,2638.1697
36189.1,29874.621
44585.457,31259.008
8604.483,8592.156
18246.496,27565.621
43254.418,36959.54
3757.8447,4018.278
8827.21,9378.1
9910.359,11241.515
11737.849,5812.353
1627.2825,-163.47609
8556.907,11859.941
3062.5083,5241.596
19539.242,29332.75
1906.3583,2799.126
14210.536,16873.025
11833.782,9647.682
17128.426,7403.4844
5031.2695,6220.542
7985.815,7238.8545
23065.42,32386.39
5428.7275,9758.047
36307.797,28313.277
3925.7583,6392.2725
2416.955,5292.6704
19040.877,28961.852
3070.8086,3694.3447
9095.068,9110.086
11842.624,13144.048
8062.764,10473.711
7050.642,8201.376
14319.031,17006.055
6933.242,5025.7954
27941.287,16309.626
11150.78,10722.223
12797.21,11736.68
17748.506,26232.375
7261.741,10659.54
10560.492,12726.596
6986.697,9758.235
7448.404,12990.049
5934.38,8952.609
9869.811,10986.457
18259.217,28226.457
1146.7966,5472.7144
9386.161,12671.055
24520.264,33629.344
4350.514,5389.2017
6414.178,6913.392
12741.167,15876.301
1917.3184,5473.562
5209.5786,4442.3145
13457.961,13100.262
5662.225,11221.918
1252.407,1211.9683
2731.912,1574.6417
21195.818,31445.773
7209.4917,9503.751
18310.742,28027.11
4266.166,10550.699
4719.524,4008.3535
11848.141,13226.301
17904.527,28664.55
7046.722,7169.9976
14313.847,15666.023
2103.08,403.52344
38792.688,29825.004
1815.8759,1794.8151
7731.858,11415.046
28476.734,12507.333
2136.8823,4994.439
1131.5066,1741.733
3309.7925,3591.667
9414.92,10790.321
6360.9937,12175.835
11013.712,8842.993
4428.8877,3709.9644
5584.3057,8771.292
1877.9294,2834.4373
2842.7607,2089.8696
3597.596,6888.0884
23401.307,33318.47
55135.402,32083.977
7445.918,10434.841
2680.9492,249.00093
1621.8827,2208.786
8219.204,9390.433
12523.6045,11237.824
16069.085,16245.99
43813.867,36861.008
20773.627,31006.176
39597.406,34175.9
6117.4946,5481.4556
13393.756,14379.342
5266.3657,5719.978
4719.7363,3939.401
11743.935,14139.644
5377.458,8770.857
7160.33,10834.795
4402.233,6901.4087
11657.719,12047.912
6402.2915,5961.4785
12622.18,13496.661
1526.312,2912.82
12323.936,11462.789
36021.01,28851.64
27533.912,35626.58
10072.055,11887.171
45008.957,37292.594
9872.701,12276.859
2438.0552,10366.532
2974.126,2210.99
10601.632,12821.284
37270.152,31853.254
14119.62,15152.317
42111.664,35776.11
11729.68,10681.643
24106.912,34009.836
1875.344,2278.4539
40974.164,34434.125
15817.985,26031.172
18218.162,4855.4
10965.446,11142.275
46113.51,37549.234
7151.092,7785.7295
12269.688,14161.3
5458.0464,4042.9229
8782.469,8685.324
6600.361,8337.141
1141.4451,4166.8716
11576.13,16908.973
13129.604,11622.067
4391.652,3191.5696
8457.818,12091.607
3392.3652,4179.516
5966.887,6115.527
6849.026,8700.071
8891.14,8069.676
2690.1138,3154.1147
26140.36,9354.962
6653.7886,9091.383
6282.235,7745.415
6311.952,7562.1504
3443.064,5851.112
2789.0574,3240.561
2585.8506,963.337
46255.113,39002.43
4877.981,4955.193
19719.695,29250.797
27218.438,36246.99
5272.176,7137.7505
1682.597,6018.7944
11945.133,14100.493
29330.982,37114.45
7243.8135,8025.352
10422.917,9952.93
44202.652,36974.39
13555.005,14746.695
13063.883,17693.95
19798.055,30704.297
2221.5645,1600.8969
1634.5734,5305.5005
2117.3389,225.56538
8688.858,8153.0693
48673.56,40034.188
4661.286,5282.836
8125.7847,11980.322
12644.589,14418.383
4564.1914,5647.5
4846.92,7344.135
7633.7207,9773.07
15170.069,18078.312
17496.307,27512.816
2639.043,3305.9204
33732.688,27163.85
14382.709,13344.241
7626.993,8206.329
5257.508,5350.2183
2473.334,4720.0093
21774.322,31720.375
35069.375,31102.441
13041.921,12334.902
5245.227,8095.5864
13451.122,11506.385
13462.52,14287.662
5488.262,7721.0283
4320.4106,8458.312
6250.435,5884.2417
25333.332,12615.34
2913.569,869.65283
12032.326,9035.589
13470.805,16234.285
6289.755,9505.488
2927.0647,9831.272
6238.298,8617.924
10096.97,9914.133
7348.142,10633.305
4673.392,8676.593
12233.828,11583.754
32108.662,10268.622
8965.796,8320.226
2304.0022,1349.5569
9487.645,10508.011
1121.8739,-608.78485
9549.565,15977.961
2217.4692,6314.956
1628.471,126.52339
12982.875,16364.189
11674.13,14103.854
7160.094,10852.024
39047.285,33357.473
6358.7764,8966.538
19933.457,28739.805
11534.873,8790.185
47462.895,39344.992
4527.183,5524.2974
38998.547,33314.27
20009.633,30075.07
3875.7341,8727.75
41999.52,35536.008
12609.887,3304.0898
41034.223,35156.414
28468.92,12819.851
2730.108,6501.0347
3353.284,3335.2375
14474.675,15623.48
9500.573,9582.281
26467.098,14355.007
4746.344,5627.644
23967.383,33886.086
7518.0254,7957.979
3279.8687,3007.4893
8596.828,11062.294
10702.643,10847.438
4992.3765,4785.8633
2527.8186,222.81831
1759.338,5718.6567
2322.6218,5587.4927
16138.762,26992.666
7804.1606,12842.758
2902.9065,3936.322
9704.668,14612.221
4889.0366,6421.8774
25517.113,10911.749
4500.3394,3913.4893
19199.943,28992.086
16796.412,5847.76
4915.06,5659.3105
7624.63,7629.7227
8410.047,10263.198
28340.19,9119.434
4518.826,8424.584
14571.891,25034.072
3378.91,971.14355
7144.863,8214.278
10118.424,11613.619
5484.4673,6720.1763
16420.494,26717.07
7986.475,7399.966
7418.522,10111.587
13887.969,15707.639
6551.75,10273.228
5267.8184,6074.4214
17361.766,27879.79
34472.84,28074.023
1972.95,1885.7493
21232.182,9339.299
8627.541,6987.0635
4433.3877,6739.433
4438.263,5997.7354
24915.22,34494.125
23241.475,3777.1562
9957.722,10914.496
8269.044,7164.139
18767.738,29566.969
36580.28,15901.959
8765.249,11337.636
5383.536,6223.5933
12124.992,11367.627
2709.244,1409.9398
3987.926,6330.8267
12495.291,15153.259
26018.951,5138.031
8798.593,12619.8125
35595.59,28473.312
42211.137,35528.85
1711.0269,-95.98656
8569.861,14946.207
2020.177,4231.2153
16450.895,25609.936
21595.383,-167.13918
9850.432,11558.824
6877.98,4380.7637
21677.283,31870.895
44423.805,36941.035
4137.5225,5240.6367
13747.872,23716.086
12950.071,16263.556
12094.478,10199.6045
37484.45,29918.598
39725.52,33934.023
2250.8352,3376.7031
22493.66,2656.3828
20234.855,30052.152
1704.7002,383.7105
33475.816,27323.129
3161.454,3044.4583
11394.065,14487.484
21880.82,31930.244
7325.0483,7613.165
44501.4,34703.797
3594.171,2242.2197
39727.613,33885.023
8023.1353,12020.339
14394.558,13327.09
9288.026,11109.66
25309.488,34424.664
3353.4702,1926.0096
10594.502,11081.29
8277.523,9233.137
17929.303,9367.894
2480.979,6585.4995
4462.7217,7743.4146
1981.5819,3917.1667
11554.224,11488.604
48970.246,40327.434
6548.195,7949.6187
5708.867,5135.437
7045.499,6946.4106
8978.186,12823.678
5757.4136,12415.545
14349.8545,11581.675
10928.849,12192.439
39871.703,33296.03
13974.455,14778.0
1909.5275,3572.4575
12096.651,12678.496
13204.286,9692.033
4562.8423,5757.9917
8551.347,10503.223
2102.2646,2153.179
34672.15,28680.61
15161.534,15920.857
11884.049,-142.83519
4454.403,5713.4214
5855.9023,4580.153
4076.497,6349.4526
15019.76,14928.22
19023.26,29551.45
10796.351,11885.339
11353.228,12916.118
9748.91,16920.062
10577.087,8850.337
41676.082,35090.67
11286.539,12306.6
3591.48,5395.696
33907.547,27518.512
11299.343,13276.875
4561.1885,5220.253
44641.2,37818.055
1674.6323,4000.402
23045.566,11890.463
3227.121,5452.358
16776.305,27813.465
11253.421,11710.887
3471.4097,8027.477
11363.283,14030.904
20420.605,6581.6626
10338.932,11493.092
8988.159,10444.72
10493.945,10395.8955
2904.088,4299.517
8605.361,6782.8726
11512.405,13363.004
41949.242,34951.586
24180.934,33398.14
5312.17,5252.6646
2396.096,2151.348
10807.486,12579.203
9222.402,10892.281
36124.574,29420.648
38282.75,31820.863
5693.4307,3607.5054
34166.273,27507.492
8347.164,12608.434
46661.44,39098.766
18903.492,6459.9795
40904.2,32792.676
14254.608,12397.444
10214.636,11239.076
5836.5205,9130.723
14358.364,7304.109
1728.897,-1709.3875
8582.303,7517.862
3693.428,10424.829
20709.02,16233.49
9991.038,7284.2065
19673.336,6240.481
11085.587,11515.826
7623.518,7358.3794
3176.2876,1926.9261
3704.3545,5631.9585
36898.734,27456.816
9048.027,12787.291
7954.517,10116.54
27117.994,8815.402
6338.0757,8832.987
9630.397,11719.781
11289.109,13477.167
52590.83,37354.938
2261.5688,3672.4165
10791.96,8865.454
5979.731,9324.441
2203.7358,2963.8555
12235.839,14979.792
40941.285,34389.734
5630.458,9321.925
11015.175,11413.148
7228.216,6242.718
39722.746,30846.035
14426.074,2429.5415
2459.7202,3574.2441
3989.841,9261.357
7727.2534,10957.927
5124.1885,10869.256
18963.172,8247.03
2200.8308,2254.9695
7153.5537,8317.546
5227.989,5912.7207
10982.501,15229.123
4529.477,3845.2808
4670.64,8079.907
6112.353,9255.649
17178.682,26157.121
22478.6,32001.543
11093.623,15625.865
6457.8433,8213.408
4433.916,6868.322
2154.361,1944.2258
23887.662,33573.168
6496.886,7144.9673
2899.4893,5794.823
19350.37,28816.926
7650.774,13341.771
2850.6838,4023.1958
2632.992,3800.186
9447.383,10146.29
18328.238,26921.07
8603.823,8431.046
37465.344,30072.207
13844.797,14718.353
21771.342,32001.025
13126.678,2506.3489
5327.4004,7738.863
13725.472,6447.158
13019.161,14422.67
8671.191,12443.405
4134.0825,3050.1206
18838.703,3488.6904
33307.55,26619.041
5699.8374,8806.142
6393.6035,8283.863
4934.705,4766.018
6198.752,6280.9966
8733.2295,14038.28
2055.325,4119.318
9964.06,12461.156
18223.451,26177.336
5116.5005,3100.6826
36910.61,15010.744
38415.473,32344.758
20296.863,30556.527
12347.172,15184.107
5373.3643,7771.973
23563.016,9429.944
1702.4553,-164.06532
10806.839,12703.947
3956.0715,5720.3765
12890.058,5829.247
5415.661,5676.4243
4058.1162,7943.32
41661.6,34976.156
7537.164,9142.381
4718.2036,3686.1309
6593.5083,6590.0913
8442.667,8319.655
26125.674,24294.535
6858.4795,7057.003
4795.6567,9484.665
6640.545,4345.249
7162.012,11245.201
10594.226,12957.535
11938.256,13107.031
60021.4,37905.09
20167.336,23480.777
12479.709,11351.053
11345.519,9771.073
8515.759,8975.717
2699.5684,4792.319
14449.8545,11590.39
12224.351,12176.47
6985.507,6561.6465
3238.4358,8213.283
47269.855,39228.75
49577.664,40669.453
4296.271,2003.726
3171.615,5448.973
1135.9407,2823.719
5615.369,4781.864
9101.798,8803.642
6059.173,7320.4985
1633.9618,5156.261
37607.527,31879.836
18648.422,28060.574
1241.565,-1433.6365
16232.847,25215.004
15828.821,9215.872
4415.1587,5161.9585
6474.013,10744.592
11436.738,14576.007
11305.935,11431.184
30063.58,15923.298
10197.772,9280.473
4544.235,3241.0327
3277.161,7221.4165
6770.1924,7547.404
7337.748,8763.5
10370.912,12908.629
26926.514,35241.3
10704.47,11573.848
34254.055,28479.463
1880.487,3533.4214
8615.3,9282.9
3292.5298,6234.47
3021.809,5826.7183
14478.33,8973.689
4747.0527,5725.734
17043.342,26599.875
10959.33,9649.884
2741.948,4023.5225
4357.0435,6013.64
22462.043,32421.2
4189.1133,4167.7046
8283.681,10660.814
24535.7,33956.57
14283.459,23879.57
1720.3538,2179.9119
47403.88,39274.414
8534.672,8382.833
3732.625,1118.0372
5472.449,5608.7534
38344.566,30270.062
7147.4727,10313.382
7133.9023,5539.8438
34828.652,27535.914
1515.3448,161.79765
9301.894,9551.565
11931.125,11367.038
1964.78,44.909546
1708.9258,1414.8185
4340.441,4161.362
5261.469,6316.8813
2710.8286,1796.6058
62592.875,32599.531
46718.164,39249.258
3208.787,1053.4624
37829.723,31292.398
21259.379,31862.832
2464.619,2593.3484
16115.305,26769.488
21472.479,31084.48
33900.652,27614.195
6875.961,9374.116
6940.9097,7766.477
4571.413,5239.393
4536.259,10729.827
36397.574,28550.316
18765.875,28712.098
11272.331,2631.4146
1731.677,-1031.0273
1163.4626,9539.484
19496.719,12291.17
7201.7007,7602.647
5425.0234,7503.0874
28101.334,36757.96
12981.346,15991.092
43896.375,36306.38
4239.8926,4812.1177
13143.337,14973.166
7050.0215,9998.517
9377.904,10656.326
22395.744,3136.9229
10325.206,14370.338
12629.166,11349.16
10795.9375,4337.9233
11411.685,17046.09
10600.548,12351.224
2205.9807,3511.6309
1629.8335,4148.896
