Actual,Predicted
3171.6149,4869.275417578725
4134.08245,3373.68441257837
7742.1098,7852.693594763783
9249.4952,10562.64115959096
3981.9768,4190.245908555802
38415.474,32883.15506342102
18767.7377,29874.537091161896
18218.16139,4242.1926032757165
3935.1799,6762.285752987954
4747.0529,5311.8474744352
25517.11363,11448.516275020214
7624.63,7597.282781780487
41034.2214,36159.55710961644
8059.6791,9299.627821817427
3206.49135,2835.508910649667
2483.736,1318.2761719402788
41949.2441,34966.228275836576
4564.19145,5897.431912028016
28287.89766,14491.734024424522
2719.27975,3973.2530616114072
9863.4718,9909.468137704323
7160.3303,10300.150331308516
2136.88225,5080.937214146064
6358.77645,9306.62492317672
2102.2647,2602.842760181058
2302.3,813.1998357055472
36307.7983,28365.724134950284
2257.47525,2863.7479815921124
14133.03775,3951.387117738339
11253.421,11706.973396583593
9957.7216,11410.795557705425
15817.9857,27036.153413236927
4350.5144,4835.956093451732
3766.8838,6780.246758352243
11833.7823,9308.301969411257
3176.2877,2226.9040757380626
41999.52,35775.649379009956
27941.28758,16234.488714656109
31620.00106,17274.914799875296
12981.3457,15557.453478525153
5385.3379,6112.899102553537
23306.547,33724.668030613146
10928.849,11684.041188836358
9563.029,12263.484091334558
4889.0368,5911.9713810654575
1875.344,2147.4777706797904
1615.7667,186.2174689576259
9861.025,9419.557748286716
12730.9996,13932.336831763238
7729.64575,8982.161067188956
32734.1863,27692.561915108607
5375.038,7488.989944913659
7256.7231,9711.041912673845
17043.3414,26826.589482130235
42560.4304,35719.514736411955
1877.9294,2248.7940774600775
30942.1918,38220.10597815974
3579.8287,5523.074920957977
40182.246,34253.1966382044
3172.018,5468.834846285756
10156.7832,9405.59272380034
6435.6237,12881.728416796057
2643.2685,4571.856186541374
15555.18875,19378.442893952648
27724.28875,3917.085645394711
7441.501,9966.916061331382
23967.38305,34902.91026340339
7152.6714,11061.354494554329
30284.64294,10350.67583801915
8688.85885,8746.092295862749
11884.04858,-573.4294080719974
3062.50825,5538.199278775807
3594.17085,2500.2481038852784
14410.9321,17760.840318864204
19350.3689,29024.683422201524
4234.927,4674.058828093715
47269.854,39281.637484382285
6313.759,7340.690924401262
17748.5062,27050.17705578157
62592.87309,32848.52714801306
4922.9159,7110.172037125554
10338.9316,11028.12639765641
16297.846,25717.969994294093
24873.3849,35645.89814276545
28340.18885,9379.07011193295
9140.951,11412.276908301295
12233.828,11615.576284293322
13844.7972,15005.18596666693
28101.33305,37970.6730561848
24915.04626,11089.498230899091
8538.28845,11481.82619396126
8428.0693,7239.834013878614
12479.70895,11612.513857403977
38746.3551,33265.03431147945
6948.7008,12521.571636305998
38344.566,30673.887425059103
1261.442,3326.574767795293
4504.6624,6003.115962536489
12235.8392,15202.643099690791
5488.262,7702.946902746216
2480.9791,5907.783433187371
20984.0936,32164.080871335413
24393.6224,35117.87183084855
7731.4271,9099.579910867686
14358.36437,7248.42660740978
38709.176,32524.14980752945
20296.86345,31559.21050294108
17128.42608,7624.380932879911
19442.3535,7485.240877658049
3994.1778,9532.310012980875
6986.697,10008.157618706722
19144.57652,12397.874996442642
1256.299,2120.4165253287447
11554.2236,11146.573644848511
2709.24395,1619.6145452307373
